obs,time,elapsed,date,hhmmss,averaging,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
12,1652233295,70.5,20220511 09:41:34,9:41:34,0,1652233295,0.001776239,1.776238551,8.209251425,400.008,260.5656638,26.228774,40.26516493,0.102554436,3.021222578,0.100659014,0.063079262,163.1172768,27.64148263,26.7901,3.535272701,50.00326489,1.806128314,3.612020772,1.729144387,-78.33212009,59.54898344,4.252546435,148.5866866,8.172175021,1.767271976,8.209251425,410.6605611,407.3181515,0.000311536,66.83704872,1.776238551,17.24510927,17.94272747,4.91E-07,86.59541668,0,0,1,0,53171.71458,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,831.414771,8.209251425,#DIV/0!,0.009873834,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,986.257,831.414771,0.843000122,0.165390235,2,0.5,0: Broadleaf,2,TRUE,1652233295,400.008,403.559,17.9427,17.2486,395.388,17.7276,500.09,100.561,0.0998991,27.1557,26.7901,999.9,0,0,10005,0,3.44716,986.257,0.899995,0.100005,0,1.8392,0,5070.44,9524.13,40.75,43.562,42.25,42.375,40.812,887.63,98.63,0,1652233295,0,1.666916,0.397330769,-283.8169235,5105.2888,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.595523171,-0.190301394,0.043214787,1,1.6817,-0.168866536,0.173681393,1,0.69831478,-0.022273693,0.002236299,1,3,3,3月3日,100,100,4.62,0.2151,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,0.9,0.9,18,504.539,457.025,25.0001,28.1374,30.0003,28.1105,27.9887,19.2958,23.8901,68.9329,25,403.501,17.2036,87.6469,101.337
13,1652233297,72.5,20220511 09:41:36,9:41:36,0,1652233297,0.001769332,1.769332139,8.168534535,400.007,260.5398705,26.22644149,40.26546939,0.102025736,3.022379525,0.100150318,0.062759576,162.8398267,27.64346379,26.7994,3.5372072,49.99483633,1.806035759,3.612444587,1.731171442,-78.02754734,58.3823067,4.167870523,147.3624565,8.16217878,1.765044987,8.168534535,410.6347988,407.3116848,-8.25E-05,66.83704872,1.769332139,17.2471072,17.94188681,5.25E-07,86.59541668,0,0,1,0,53207.05254,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,830.004042,8.168534535,#DIV/0!,0.00984156,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,984.584,830.004042,0.842999726,0.165389471,2,0.5,0: Broadleaf,2,TRUE,1652233297,400.007,403.553,17.9416,17.2485,395.388,17.7266,500.181,100.562,0.0999119,27.1577,26.7994,999.9,0,0,10011.9,0,3.46494,984.584,0.900012,0.0999884,0,1.5128,0,5060.63,9508.02,40.75,43.562,42.25,42.375,40.812,886.14,98.45,0,1652233297,0,1.713256,0.184269232,-283.4269231,5094.3852,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.594437317,-0.038727178,0.044064025,1,1.701287879,0.187509254,0.202278594,1,0.697513634,-0.021292516,0.002131039,1,3,3,3月3日,100,100,4.619,0.215,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,0.9,0.9,18,504.467,457.047,25.0002,28.1383,30.0002,28.1111,27.9895,19.2962,23.8901,68.9329,25,403.495,17.2036,87.6477,101.337
14,1652233299,74.5,20220511 09:41:38,9:41:38,0,1652233299,0.001768661,1.768661381,8.212941858,399.993,259.5600703,26.12784721,40.26411297,0.101824317,3.018445756,0.099953836,0.062636341,162.6561942,27.6454704,26.8134,3.540121092,49.99345055,1.806229387,3.612932027,1.733891706,-77.99796689,56.40237314,4.032100573,145.092701,8.254756896,1.768111501,8.212941858,410.6360732,407.2956667,-0.000313813,66.83704872,1.768661381,17.24837593,17.94299451,-3.24E-07,86.59541668,0,0,1,0,53085.42923,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,829.067529,8.212941858,#DIV/0!,0.00990624,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,983.473,829.067529,0.842999786,0.165389588,2,0.5,0: Broadleaf,2,TRUE,1652233299,399.993,403.577,17.9435,17.2491,395.373,17.7283,500.111,100.562,0.100044,27.16,26.8134,999.9,0,0,9988.12,0,3.4923,983.473,0.900007,0.0999933,0,1.8872,0,5053.78,9497.28,40.75,43.562,42.25,42.375,40.812,885.13,98.34,0,1652233299,0,1.719219231,0.667182905,-285.8136748,5087.356538,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.592308293,0.056702509,0.045517178,1,1.686872727,0.316588176,0.202878603,1,0.69680822,-0.020651937,0.002076406,1,3,3,3月3日,100,100,4.62,0.2152,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,1,0.9,18,504.523,456.956,25.0002,28.1395,30.0003,28.1123,27.9907,19.295,23.8901,68.9329,25,403.496,17.2036,87.6481,101.337
15,1652233301,76.5,20220511 09:41:40,9:41:40,0,1652233301,0.001771031,1.771030925,8.24948324,399.968,259.0371046,26.07518362,40.2615643,0.101889992,3.019377902,0.100017689,0.062676409,162.2482765,27.64209305,26.8195,3.541391372,49.99624084,1.806298409,3.612868445,1.735092963,-78.10246378,55.37799463,3.957762205,143.4815695,8.319696049,1.766153795,8.24948324,410.6515654,407.2947939,-9.93E-05,66.83704872,1.771030925,17.24852871,17.94414505,-9.95E-08,86.59541668,0,0,1,0,53114.18815,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,826.984113,8.24948324,#DIV/0!,0.009975383,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,981.001,826.984113,0.843000275,0.165390531,2,0.5,0: Broadleaf,2,TRUE,1652233301,399.968,403.578,17.9442,17.2505,395.349,17.729,500.061,100.562,0.0999637,27.1597,26.8195,999.9,0,0,9993.75,0,3.50188,981.001,0.899995,0.100005,0,2.072,0,5040.13,9473.38,40.75,43.562,42.25,42.375,40.812,882.9,98.11,0,1652233301,0,1.741416,1.004130768,-286.0884619,5076.9168,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.593512195,0.099119373,0.045211525,1,1.704265714,0.58105362,0.206271664,1,0.696200171,-0.018334181,0.001867849,1,3,3,3月3日,100,100,4.619,0.2152,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,1,1,18,504.579,456.932,25.0002,28.1407,30.0003,28.1135,27.9919,19.298,23.8901,68.9329,25,403.661,17.2036,87.6482,101.337
16,1652233303,78.5,20220511 09:41:42,9:41:42,0,1652233303,0.001769762,1.769761626,8.346552557,399.952,257.4150224,25.91192591,40.25999142,0.101826702,3.019377902,0.099956701,0.06263809,161.8842035,27.63862733,26.8183,3.541141449,49.99932336,1.806229638,3.612508163,1.734911811,-78.04648772,55.29660428,3.951888079,143.0862082,8.381168042,1.763668524,8.346552557,410.662232,407.2682727,-0.000325706,66.83704872,1.769761626,17.24884004,17.94372857,5.38E-07,86.59541668,0,0,1,0,53114.48897,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,825.127887,8.346552557,#DIV/0!,0.010115465,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,978.799,825.127887,0.843000337,0.165390651,2,0.5,0: Broadleaf,2,TRUE,1652233303,399.952,403.585,17.9435,17.251,395.332,17.7284,500.223,100.562,0.100058,27.158,26.8183,999.9,0,0,9993.75,0,3.50188,978.799,0.899985,0.100015,0,1.9063,0,5027.14,9452.09,40.75,43.562,42.25,42.437,40.812,880.9,97.89,0,1652233303,0,1.775544,1.204553845,-289.6707692,5065.3924,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.599539756,0.150482509,0.043091359,1,1.757775758,0.757919463,0.211148235,1,0.695612488,-0.017047254,0.001740571,1,3,3,3月3日,100,100,4.62,0.2151,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,1,1,18,504.558,456.975,25.0002,28.1419,30.0002,28.1147,27.993,19.2976,23.8901,68.9329,25,403.627,17.2036,87.648,101.336
17,1652233305,80.5,20220511 09:41:44,9:41:44,0,1652233305,0.001765628,1.765627804,8.340343282,399.976,257.3918802,25.90984862,40.26279929,0.101705391,3.018359523,0.099839182,0.062564308,161.7870035,27.64006642,26.8093,3.539267521,49.99997142,1.806337819,3.612677703,1.732929702,-77.86418614,56.87266661,4.065729407,144.8612134,8.326731031,1.764102619,8.340343282,410.6730631,407.2788667,6.89E-05,66.83704872,1.765627804,17.25043588,17.94383407,1.69E-07,86.59541668,0,0,1,0,53083.00781,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,824.638287,8.340343282,#DIV/0!,0.010113941,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,978.219,824.638287,0.842999663,0.165389349,2,0.5,0: Broadleaf,2,TRUE,1652233305,399.976,403.588,17.9444,17.2516,395.357,17.7292,500.129,100.563,0.100038,27.1588,26.8093,999.9,0,0,9987.5,0,3.50188,978.219,0.900007,0.0999926,0,1.8644,0,5023.93,9446.54,40.75,43.562,42.25,42.375,40.812,880.4,97.81,0,1652233305,0,1.796603846,0.609835894,-290.327521,5058.379231,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.604410488,0.167339164,0.042628358,1,1.754375758,0.860430119,0.205291674,1,0.695057537,-0.016024453,0.00164208,1,3,3,3月3日,100,100,4.619,0.2152,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,1.1,1,18,504.597,456.946,25.0002,28.1425,30.0001,28.1156,27.9936,19.2979,23.8901,68.9329,25,403.587,17.2036,87.6476,101.336
18,1652233307,82.5,20220511 09:41:46,9:41:46,0,1652233307,0.001768616,1.768615539,8.222414757,400.014,259.6907328,26.14120799,40.26654728,0.102016658,3.021057054,0.100140766,0.062753647,161.4695954,27.63539227,26.799,3.537123977,50.00876349,1.806475284,3.612317438,1.730648693,-77.99594528,58.32418672,4.165523222,145.9633601,8.173146782,1.763617732,8.222414757,410.6728631,407.3231152,0.00064321,66.83704872,1.768615539,17.25117361,17.94583846,-2.70E-07,86.59541668,0,0,1,0,53166.40789,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,823.017528,8.222414757,#DIV/0!,0.009990571,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,976.296,823.017528,0.843,0.16539,2,0.5,0: Broadleaf,2,TRUE,1652233307,400.014,403.565,17.9458,17.2531,395.395,17.7305,500.063,100.563,0.099845,27.1571,26.799,999.9,0,0,10003.8,0,3.50188,976.296,0.899999,0.100001,0,2.0118,0,5013.16,9427.95,40.75,43.562,42.25,42.375,40.812,878.67,97.63,0,1652233307,0,1.804972,0.895730768,-296.7484619,5048.0412,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.602952439,0.137537561,0.041603443,1,1.75954,0.751070841,0.203316432,1,0.694589171,-0.014029714,0.001467817,1,3,3,3月3日,100,100,4.619,0.2153,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,1.1,1.1,18,504.573,456.905,25.0002,28.1437,30.0002,28.1165,27.9948,19.297,23.8901,68.9329,25,403.573,17.2036,87.6476,101.336
19,1652233309,84.5,20220511 09:41:48,9:41:48,0,1652233309,0.001771328,1.771327608,8.21389966,400.016,259.9101977,26.16331611,40.26677349,0.102090131,3.020842069,0.100211431,0.062798059,161.1504839,27.63181045,26.8064,3.538663884,50.01536578,1.806597196,3.612084341,1.732066689,-78.1155475,56.93572931,4.066776795,144.0374425,8.235221359,1.764340092,8.21389966,410.6593889,407.3166242,0.000152939,66.83704872,1.771327608,17.25111706,17.94665934,2.49E-07,86.59541668,0,0,1,0,53159.9766,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,821.387556,8.21389966,#DIV/0!,0.010000029,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,974.362,821.387556,0.8430004,0.165390772,2,0.5,0: Broadleaf,2,TRUE,1652233309,400.016,403.591,17.947,17.2542,395.397,17.7317,500.195,100.563,0.0999072,27.156,26.8064,999.9,0,0,10002.5,0,3.50188,974.362,0.89999,0.10001,0,1.7487,0,5002.42,9409.25,40.75,43.562,42.25,42.375,40.812,876.92,97.45,0,1652233309,0,1.805052,-0.686776919,-290.8807693,5036.6956,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.593192683,0.081704111,0.037538618,1,1.776333333,0.520344714,0.204444976,1,0.694156537,-0.012544934,0.001336473,1,3,3,3月3日,100,100,4.619,0.2153,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,1.1,1.1,18,504.599,456.947,25.0002,28.1446,30.0002,28.1177,27.9958,19.2965,23.8901,68.9329,25,403.594,17.2036,87.6474,101.335
20,1652233311,86.5,20220511 09:41:50,9:41:50,0,1652233311,0.001768292,1.768292004,8.284465501,399.985,258.4803731,26.01937199,40.26363154,0.101860578,3.022908127,0.099991488,0.062659753,160.9620878,27.63409378,26.8107,3.539558964,50.00878155,1.806666699,3.612698896,1.732892265,-77.98167739,56.74651019,4.050636893,143.7775575,8.226025869,1.764243236,8.284465501,410.6690033,407.2990364,-0.000252899,66.83704872,1.768292004,17.25266114,17.94714835,4.75E-07,86.59541668,0,0,1,0,53223.1648,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,820.434186,8.284465501,#DIV/0!,0.01009766,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,973.232,820.434186,0.842999599,0.165389227,2,0.5,0: Broadleaf,2,TRUE,1652233311,399.985,403.557,17.9477,17.2548,395.366,17.7324,500.095,100.563,0.0998537,27.1589,26.8107,999.9,0,0,10015,0,3.50188,973.232,0.900009,0.0999906,0,1.9205,0,4996.13,9398.39,40.75,43.562,42.25,42.437,40.812,875.92,97.31,0,1652233311,0,1.805073077,-0.945254696,-288.8717945,5029.604615,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.584823415,-0.019431429,0.030202374,1,1.782772727,0.058775387,0.205765661,1,0.693793634,-0.010605575,0.001171566,1,3,3,3月3日,100,100,4.619,0.2153,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,1.2,1.1,18,504.701,456.936,25.0002,28.1455,30.0002,28.1189,27.9966,19.2994,23.8901,68.9329,25,403.629,17.2036,87.647,101.335
21,1652233313,88.5,20220511 09:41:52,9:41:52,0,1652233313,0.001765874,1.76587354,8.27564131,399.959,258.4308247,26.01469966,40.26150237,0.101731533,3.020643506,0.099865758,0.062580881,160.594517,27.6343306,26.8099,3.539392423,50.00472358,1.806668468,3.612995611,1.732723955,-77.87502311,57.06226601,4.076241906,143.8580018,8.245003833,1.760402497,8.27564131,410.6534153,407.2870727,-0.000267423,66.83704872,1.76587354,17.25419661,17.94774286,3.36E-07,86.59541668,0,0,1,0,53153.1173,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,818.557215,8.27564131,#DIV/0!,0.010110034,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,971.005,818.557215,0.843,0.16539,2,0.5,0: Broadleaf,2,TRUE,1652233313,399.959,403.538,17.9475,17.2561,395.34,17.7323,500.089,100.564,0.100074,27.1603,26.8099,999.9,0,0,10001.2,0,3.50188,971.005,0.899999,0.100001,0,1.6449,0,4983.57,9376.85,40.75,43.562,42.25,42.437,40.812,873.9,97.1,0,1652233313,0,1.789612,-1.175053842,-284.2492312,5019.3136,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.580364634,-0.06557122,0.027485651,1,1.7707,-0.047222701,0.208103432,1,0.693460561,-0.008245631,0.000958317,1,3,3,3月3日,100,100,4.619,0.2152,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,1.2,1.2,18,504.696,456.878,25.0001,28.1467,30.0002,28.1201,27.9978,19.3009,23.8901,68.9329,25,403.718,17.2036,87.6472,101.335
22,1652233315,90.5,20220511 09:41:54,9:41:54,0,1652233315,0.001767062,1.767062294,8.241432677,399.986,259.0871745,26.08055417,40.26388631,0.101805668,3.017324074,0.099935185,0.062624684,160.2337684,27.63184728,26.8101,3.539434057,50.00913371,1.806764212,3.612868445,1.732669846,-77.92744714,56.86942342,4.066927277,143.2426719,8.315549027,1.760228241,8.241432677,410.6306467,407.2784727,-0.000106322,66.83704872,1.767062294,17.25450641,17.94828901,1.15E-07,86.59541668,0,0,1,0,53050.97515,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,816.716343,8.241432677,#DIV/0!,0.010090936,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,968.821,816.716343,0.843000248,0.165390478,2,0.5,0: Broadleaf,2,TRUE,1652233315,399.986,403.592,17.9486,17.2575,395.367,17.7333,500.256,100.563,0.100239,27.1597,26.8101,999.9,0,0,9981.25,0,3.50188,968.821,0.899988,0.100012,0,1.8988,0,4971.06,9355.74,40.75,43.562,42.25,42.437,40.812,871.93,96.89,0,1652233315,0,1.772272,-0.92938461,-280.5823077,5007.9008,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.580914146,-0.066298746,0.02693044,1,1.776963636,-0.707056114,0.208333977,1,0.69303261,-0.00787892,0.000902541,1,3,3,3月3日,100,100,4.619,0.2153,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,1.2,1.2,18,504.67,456.938,25.0001,28.1473,30.0002,28.1207,27.999,19.2982,23.8901,68.9329,25,403.529,17.2036,87.6471,101.335
23,1652233317,92.5,20220511 09:41:56,9:41:56,0,1652233317,0.001767824,1.767823596,8.232455531,399.996,259.3297398,26.10516296,40.26518814,0.101874484,3.02168524,0.100004146,0.062667773,160.0943033,27.62852056,26.8088,3.539163439,50.0186677,1.806928454,3.612508163,1.732234986,-77.96102058,56.88645905,4.062213102,143.0819549,8.320956874,1.761725006,8.232455531,410.6615508,407.3100727,0.000340417,66.83704872,1.767823596,17.255923,17.95011868,-1.27E-07,86.59541668,0,0,1,0,53185.63485,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,816.004158,8.232455531,#DIV/0!,0.010088742,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,967.976,816.004158,0.843000403,0.165390778,2,0.5,0: Broadleaf,2,TRUE,1652233317,399.996,403.605,17.9501,17.2583,395.376,17.7347,500.174,100.564,0.099977,27.158,26.8088,999.9,0,0,10007.5,0,3.50188,967.976,0.899986,0.100014,0,1.7947,0,4966.27,9347.57,40.75,43.562,42.25,42.437,40.812,871.16,96.81,0,1652233317,0,1.737957692,-0.548482051,-280.3329911,5000.928462,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.586916341,-0.022561254,0.02405535,1,1.772733333,-0.375233677,0.185629949,1,0.692751878,-0.008371275,0.000951457,1,3,3,3月3日,100,100,4.62,0.2154,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,1.3,1.2,18,504.649,456.88,25.0003,28.1485,30.0003,28.1219,28.0002,19.2995,23.8901,68.9329,25,403.686,17.2036,87.6469,101.335
24,1652233319,94.5,20220511 09:41:58,9:41:58,0,1652233319,0.001764614,1.764614049,8.248798407,400.003,258.9431795,26.06623738,40.26587287,0.101760307,3.022511564,0.099894618,0.062598912,159.8102209,27.62608461,26.8027,3.537893858,50.02220853,1.80689736,3.612190293,1.730996497,-77.81947957,57.65158386,4.115568133,143.7578934,8.314947581,1.759028017,8.248798407,410.6858704,407.3272909,0.000280509,66.83704872,1.764614049,17.2573981,17.95048791,5.38E-07,86.59541668,0,0,1,0,53211.38089,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,814.561215,8.248798407,#DIV/0!,0.010126677,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,966.265,814.561215,0.842999814,0.16538964,2,0.5,0: Broadleaf,2,TRUE,1652233319,400.003,403.61,17.9498,17.2589,395.383,17.7344,500.059,100.564,0.0999272,27.1565,26.8027,999.9,0,0,10012.5,0,3.50188,966.265,0.900003,0.0999973,0,2.0069,0,4956.76,9331.1,40.75,43.562,42.312,42.437,40.812,869.64,96.62,0,1652233319,0,1.734936,0.160707691,-283.6746158,4991.002,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.591922927,0.029361742,0.020884315,1,1.767082857,-0.537066928,0.190995704,1,0.692570659,-0.007841268,0.000913477,1,3,3,3月3日,100,100,4.62,0.2154,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,1.3,1.3,18,504.641,456.801,25.0003,28.1494,30.0004,28.1228,28.0007,19.2971,23.8901,68.9329,25,403.576,17.2036,87.6469,101.335
25,1652233321,96.5,20220511 09:42:00,9:42:00,0,1652233321,0.001763491,1.763490513,8.315724926,400.037,257.920713,25.96309698,40.26896213,0.101756657,3.019601242,0.099889338,0.062595753,159.4786387,27.62439038,26.7986,3.537040755,50.02827807,1.807063598,3.612084341,1.729977157,-77.76993164,58.18212605,4.157349431,144.0481825,8.159280811,1.760273648,8.315724926,410.6946467,407.3115152,-4.84E-05,66.83704872,1.763490513,17.2582645,17.95072527,4.29E-07,86.59541668,0,0,1,0,53121.74398,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,812.874042,8.315724926,#DIV/0!,0.010230029,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,964.264,812.874042,0.842999471,0.165388979,2,0.5,0: Broadleaf,2,TRUE,1652233321,400.037,403.581,17.9516,17.2604,395.418,17.7361,500.195,100.563,0.100094,27.156,26.7986,999.9,0,0,9995,0,3.50188,964.264,0.900019,0.0999815,0,1.8223,0,4946.07,9311.8,40.75,43.562,42.312,42.437,40.812,867.86,96.41,0,1652233321,0,1.707004,-0.006661543,-282.6784616,4980.0128,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.593373902,0.036098467,0.020754458,1,1.751024242,-0.709893349,0.202962751,1,0.692288878,-0.006708899,0.000810447,1,3,3,3月3日,100,100,4.619,0.2155,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,1.3,1.3,18,504.54,456.895,25.0002,28.1503,30.0003,28.1237,28.002,19.2966,23.8901,68.9329,25,403.474,17.2036,87.647,101.335
